"restaurant_id","name","city","avg_rating","revenue","total_orders"
161,"Pizza Junction 161","Kolkata","4.00","8906.70","6"
215,"Dragon Wok 215","Bangalore","4.00","8108.65","6"
93,"South Spice 93","Bangalore","4.00","6982.75","5"
142,"The Curry Leaf 142","Mumbai","4.00","6948.59","4"
54,"Royal Tandoor 54","Bangalore","4.00","5206.84","4"
238,"Masala Magic 238","Kolkata","4.00","4949.20","3"
150,"Rasoi Ghar 150","Bangalore","4.00","4845.14","4"
244,"Mumbai Masala 244","Mumbai","4.00","4171.86","4"
38,"Curry Kingdom 38","Bangalore","4.00","3254.68","2"
185,"South Spice 185","Bangalore","4.00","2695.82","3"
37,"Masala Magic 37","Kolkata","4.00","1842.53","1"
194,"Annapurna Bhavan 194","Bangalore","4.00","1689.42","2"
29,"The Curry Leaf 29","Mumbai","4.00","1037.13","2"
56,"Kolkata Kitchen 56","Kolkata","3.90","8725.18","8"
168,"Annapurna Bhavan 168","Bangalore","3.90","7496.39","7"
35,"Flavours of India 35","Delhi","3.90","6658.59","5"
236,"Burger Factory 236","Kolkata","3.90","5930.62","4"
122,"Kolkata Kitchen 122","Mumbai","3.90","5891.62","4"
250,"Rasoi Ghar 250","Kolkata","3.90","4065.79","4"
83,"Mumbai Masala 83","Delhi","3.90","3890.40","3"
166,"Spice Villa 166","Delhi","3.90","3753.88","4"
280,"Taste of Punjab 280","Mumbai","3.90","3497.93","3"
20,"Pizza Junction 20","Mumbai","3.90","3411.51","2"
256,"Pizza Junction 256","Mumbai","3.90","3077.58","2"
190,"Punjabi Dhaba 190","Kolkata","3.90","2962.98","3"
260,"Biryani House 260","Mumbai","3.90","2637.30","2"
11,"Punjabi Dhaba 11","Delhi","3.90","1506.56","2"
246,"Tandoori Nights 246","Chennai","3.90","450.15","1"
253,"Spice Villa 253","Kolkata","3.80","8782.96","7"
201,"Biryani House 201","Bangalore","3.80","8083.05","4"
158,"Dragon Wok 158","Delhi","3.80","7537.08","4"
237,"Mughal Mahal 237","Bangalore","3.80","7457.34","5"
155,"Delhi Darbar 155","Delhi","3.80","7374.86","8"
69,"Masala Magic 69","Chennai","3.80","6266.34","4"
60,"Chai & Chat 60","Delhi","3.80","6008.48","4"
248,"Taste of Punjab 248","Mumbai","3.80","4061.20","4"
290,"Saffron Delight 290","Mumbai","3.80","3921.07","3"
28,"Dragon Wok 28","Chennai","3.80","3879.29","4"
66,"Caf̩ Masaledar 66","Mumbai","3.80","3746.02","4"
58,"Curry Kingdom 58","Chennai","3.80","2434.00","2"
125,"The Hungry Panda 125","Bangalore","3.80","2361.01","2"
62,"Pizza Junction 62","Chennai","3.80","1982.68","3"
273,"Madras Cafe 273","Mumbai","3.80","337.59","1"
92,"Burger Factory 92","Mumbai","3.70","13162.58","8"
86,"The Food Studio 86","Delhi","3.70","8230.37","6"
203,"Golden Spoon 203","Kolkata","3.70","5692.39","5"
17,"Chai & Chat 17","Bangalore","3.70","3156.61","5"
277,"Saffron Delight 277","Kolkata","3.70","3062.05","2"
204,"Kolkata Kitchen 204","Kolkata","3.70","2883.38","4"
289,"Royal Tandoor 289","Bangalore","3.70","2857.70","2"
101,"Saffron Delight 101","Delhi","3.70","2558.36","3"
152,"Urban Tadka 152","Mumbai","3.70","575.60","2"
288,"Urban Tadka 288","Delhi","3.60","12386.44","8"
196,"Punjabi Dhaba 196","Bangalore","3.60","6271.64","4"
135,"Mumbai Masala 135","Mumbai","3.60","6176.70","6"
79,"Dragon Wok 79","Kolkata","3.60","6104.44","5"
230,"The Curry Leaf 230","Bangalore","3.60","5974.01","4"
268,"The Hungry Panda 268","Bangalore","3.60","5905.06","4"
24,"Delhi Darbar 24","Kolkata","3.60","5863.55","3"
223,"Annapurna Bhavan 223","Chennai","3.60","5209.31","5"
274,"Taste of Punjab 274","Chennai","3.60","4711.23","4"
16,"Taste of Punjab 16","Delhi","3.60","4522.62","3"
229,"Mughal Mahal 229","Kolkata","3.60","3393.46","3"
128,"Bombay Bistro 128","Kolkata","3.60","3377.89","2"
191,"Rasoi Ghar 191","Kolkata","3.60","3284.28","3"
111,"Caf̩ Masaledar 111","Chennai","3.60","2506.03","2"
8,"Bombay Bistro 8","Chennai","3.60","2117.14","3"
123,"South Spice 123","Bangalore","3.60","2077.05","2"
129,"Pizza Junction 129","Delhi","3.60","1771.41","2"
82,"Chai & Chat 82","Bangalore","3.60","1187.64","1"
113,"Delhi Darbar 113","Chennai","3.60","568.12","1"
176,"Delhi Darbar 176","Chennai","3.50","13877.56","9"
293,"Golden Spoon 293","Kolkata","3.50","6241.83","4"
91,"Curry Kingdom 91","Kolkata","3.50","6016.86","4"
205,"Mughal Mahal 205","Bangalore","3.50","4586.87","4"
263,"Rasoi Ghar 263","Chennai","3.50","4130.07","4"
240,"Kolkata Kitchen 240","Bangalore","3.50","3650.35","3"
26,"Chai & Chat 26","Chennai","3.50","3329.29","2"
294,"Chai & Chat 294","Bangalore","3.50","3020.34","4"
27,"The Curry Leaf 27","Kolkata","3.50","2846.15","2"
227,"South Spice 227","Delhi","3.50","1919.07","1"
210,"Curry Kingdom 210","Mumbai","3.50","1572.84","4"
23,"Punjabi Dhaba 23","Bangalore","3.50","1091.50","2"
216,"Flavours of India 216","Mumbai","3.50","582.41","2"
262,"Urban Tadka 262","Kolkata","3.50","353.45","1"
189,"Bombay Bistro 189","Kolkata","3.50","172.20","1"
71,"Saffron Delight 71","Mumbai","3.40","11001.43","7"
291,"South Spice 291","Mumbai","3.40","6539.18","4"
226,"Mumbai Masala 226","Mumbai","3.40","5377.35","4"
255,"Golden Spoon 255","Chennai","3.40","4782.22","4"
195,"Flavours of India 195","Mumbai","3.40","4410.94","3"
4,"Royal Tandoor 4","Delhi","3.40","4359.09","3"
207,"Pizza Junction 207","Mumbai","3.40","4200.31","3"
61,"Flavours of India 61","Delhi","3.40","3576.26","5"
102,"Caf̩ Masaledar 102","Delhi","3.40","3135.88","2"
264,"Pizza Junction 264","Mumbai","3.40","2424.52","3"
50,"Mughal Mahal 50","Delhi","3.40","2013.08","5"
6,"Madras Cafe 6","Kolkata","3.40","1827.22","2"
110,"Taste of Punjab 110","Chennai","3.40","1825.52","1"
57,"Punjabi Dhaba 57","Chennai","3.40","74.42","1"
74,"Golden Spoon 74","Kolkata","3.30","7271.42","6"
174,"Delhi Darbar 174","Delhi","3.30","7169.82","5"
219,"South Spice 219","Delhi","3.30","5813.48","3"
140,"Golden Spoon 140","Chennai","3.30","4557.62","4"
126,"Annapurna Bhavan 126","Bangalore","3.30","4305.80","3"
154,"The Curry Leaf 154","Chennai","3.30","4112.64","4"
188,"Rasoi Ghar 188","Chennai","3.30","3982.18","4"
287,"Curry Kingdom 287","Delhi","3.30","3219.81","2"
132,"The Hungry Panda 132","Chennai","3.30","2712.52","2"
100,"Chutney Express 100","Kolkata","3.30","2318.46","3"
163,"Flavours of India 163","Chennai","3.30","2120.49","1"
108,"Taste of Punjab 108","Mumbai","3.30","2115.30","3"
45,"Saffron Delight 45","Chennai","3.30","1854.71","2"
30,"Mumbai Masala 30","Delhi","3.30","990.89","2"
153,"The Food Studio 153","Kolkata","3.30","872.21","1"
279,"Mughal Mahal 279","Delhi","3.30","662.54","2"
233,"Punjabi Dhaba 233","Mumbai","3.20","6567.24","5"
90,"The Food Studio 90","Mumbai","3.20","6476.27","4"
251,"Flavours of India 251","Bangalore","3.20","6030.77","5"
286,"Urban Tadka 286","Mumbai","3.20","4587.98","3"
206,"Curry Kingdom 206","Mumbai","3.20","3953.87","2"
225,"Royal Tandoor 225","Kolkata","3.20","3702.71","5"
9,"Delhi Darbar 9","Bangalore","3.20","3387.91","3"
175,"Saffron Delight 175","Chennai","3.20","3214.93","3"
98,"Pizza Junction 98","Delhi","3.20","2588.98","3"
43,"The Food Studio 43","Kolkata","3.20","2182.36","1"
299,"Delhi Darbar 299","Chennai","3.20","1864.71","1"
64,"Biryani House 64","Chennai","3.20","1661.39","1"
151,"The Curry Leaf 151","Bangalore","3.20","876.22","2"
76,"Biryani House 76","Mumbai","3.20","313.04","2"
156,"Pizza Junction 156","Chennai","3.10","7956.84","7"
284,"Chai & Chat 284","Chennai","3.10","7649.69","8"
172,"Chutney Express 172","Mumbai","3.10","6740.17","4"
52,"Dragon Wok 52","Mumbai","3.10","6141.66","5"
73,"Kolkata Kitchen 73","Bangalore","3.10","5650.35","5"
243,"South Spice 243","Bangalore","3.10","5328.49","4"
167,"Taste of Punjab 167","Chennai","3.10","5153.39","5"
31,"Bombay Bistro 31","Chennai","3.10","4735.75","6"
99,"The Food Studio 99","Mumbai","3.10","4317.79","3"
53,"Chai & Chat 53","Delhi","3.10","3991.22","5"
162,"Masala Magic 162","Chennai","3.10","3466.00","5"
257,"Madras Cafe 257","Chennai","3.10","2874.00","2"
75,"The Hungry Panda 75","Delhi","3.10","1137.96","1"
42,"The Food Studio 42","Bangalore","3.10","579.90","2"
112,"Punjabi Dhaba 112","Mumbai","3.00","8374.05","5"
136,"Punjabi Dhaba 136","Mumbai","3.00","6686.82","4"
228,"Pizza Junction 228","Delhi","3.00","5537.71","5"
95,"Rasoi Ghar 95","Bangalore","3.00","4502.08","3"
197,"Burger Factory 197","Bangalore","3.00","1080.04","1"
106,"Punjabi Dhaba 106","Mumbai","3.00","233.75","1"
