"restaurant_id","name","city","avg_rating","revenue"
152,"Urban Tadka 152","Mumbai","3.700000","575.60"
288,"Urban Tadka 288","Delhi","3.600000","12386.44"
196,"Punjabi Dhaba 196","Bangalore","3.600000","6271.64"
135,"Mumbai Masala 135","Mumbai","3.600000","6176.70"
79,"Dragon Wok 79","Kolkata","3.600000","6104.44"
230,"The Curry Leaf 230","Bangalore","3.600000","5974.01"
268,"The Hungry Panda 268","Bangalore","3.600000","5905.06"
24,"Delhi Darbar 24","Kolkata","3.600000","5863.55"
223,"Annapurna Bhavan 223","Chennai","3.600000","5209.31"
274,"Taste of Punjab 274","Chennai","3.600000","4711.23"
16,"Taste of Punjab 16","Delhi","3.600000","4522.62"
229,"Mughal Mahal 229","Kolkata","3.600000","3393.46"
128,"Bombay Bistro 128","Kolkata","3.600000","3377.89"
191,"Rasoi Ghar 191","Kolkata","3.600000","3284.28"
111,"Caf̩ Masaledar 111","Chennai","3.600000","2506.03"
8,"Bombay Bistro 8","Chennai","3.600000","2117.14"
123,"South Spice 123","Bangalore","3.600000","2077.05"
129,"Pizza Junction 129","Delhi","3.600000","1771.41"
82,"Chai & Chat 82","Bangalore","3.600000","1187.64"
113,"Delhi Darbar 113","Chennai","3.600000","568.12"
176,"Delhi Darbar 176","Chennai","3.500000","13877.56"
293,"Golden Spoon 293","Kolkata","3.500000","6241.83"
91,"Curry Kingdom 91","Kolkata","3.500000","6016.86"
205,"Mughal Mahal 205","Bangalore","3.500000","4586.87"
263,"Rasoi Ghar 263","Chennai","3.500000","4130.07"
240,"Kolkata Kitchen 240","Bangalore","3.500000","3650.35"
26,"Chai & Chat 26","Chennai","3.500000","3329.29"
294,"Chai & Chat 294","Bangalore","3.500000","3020.34"
27,"The Curry Leaf 27","Kolkata","3.500000","2846.15"
227,"South Spice 227","Delhi","3.500000","1919.07"
210,"Curry Kingdom 210","Mumbai","3.500000","1572.84"
23,"Punjabi Dhaba 23","Bangalore","3.500000","1091.50"
216,"Flavours of India 216","Mumbai","3.500000","582.41"
262,"Urban Tadka 262","Kolkata","3.500000","353.45"
189,"Bombay Bistro 189","Kolkata","3.500000","172.20"
71,"Saffron Delight 71","Mumbai","3.400000","11001.43"
291,"South Spice 291","Mumbai","3.400000","6539.18"
226,"Mumbai Masala 226","Mumbai","3.400000","5377.35"
255,"Golden Spoon 255","Chennai","3.400000","4782.22"
195,"Flavours of India 195","Mumbai","3.400000","4410.94"
4,"Royal Tandoor 4","Delhi","3.400000","4359.09"
207,"Pizza Junction 207","Mumbai","3.400000","4200.31"
61,"Flavours of India 61","Delhi","3.400000","3576.26"
102,"Caf̩ Masaledar 102","Delhi","3.400000","3135.88"
264,"Pizza Junction 264","Mumbai","3.400000","2424.52"
50,"Mughal Mahal 50","Delhi","3.400000","2013.08"
6,"Madras Cafe 6","Kolkata","3.400000","1827.22"
110,"Taste of Punjab 110","Chennai","3.400000","1825.52"
57,"Punjabi Dhaba 57","Chennai","3.400000","74.42"
74,"Golden Spoon 74","Kolkata","3.300000","7271.42"
174,"Delhi Darbar 174","Delhi","3.300000","7169.82"
219,"South Spice 219","Delhi","3.300000","5813.48"
140,"Golden Spoon 140","Chennai","3.300000","4557.62"
126,"Annapurna Bhavan 126","Bangalore","3.300000","4305.80"
154,"The Curry Leaf 154","Chennai","3.300000","4112.64"
188,"Rasoi Ghar 188","Chennai","3.300000","3982.18"
287,"Curry Kingdom 287","Delhi","3.300000","3219.81"
132,"The Hungry Panda 132","Chennai","3.300000","2712.52"
100,"Chutney Express 100","Kolkata","3.300000","2318.46"
163,"Flavours of India 163","Chennai","3.300000","2120.49"
108,"Taste of Punjab 108","Mumbai","3.300000","2115.30"
45,"Saffron Delight 45","Chennai","3.300000","1854.71"
30,"Mumbai Masala 30","Delhi","3.300000","990.89"
153,"The Food Studio 153","Kolkata","3.300000","872.21"
279,"Mughal Mahal 279","Delhi","3.300000","662.54"
233,"Punjabi Dhaba 233","Mumbai","3.200000","6567.24"
90,"The Food Studio 90","Mumbai","3.200000","6476.27"
251,"Flavours of India 251","Bangalore","3.200000","6030.77"
286,"Urban Tadka 286","Mumbai","3.200000","4587.98"
206,"Curry Kingdom 206","Mumbai","3.200000","3953.87"
225,"Royal Tandoor 225","Kolkata","3.200000","3702.71"
9,"Delhi Darbar 9","Bangalore","3.200000","3387.91"
175,"Saffron Delight 175","Chennai","3.200000","3214.93"
98,"Pizza Junction 98","Delhi","3.200000","2588.98"
43,"The Food Studio 43","Kolkata","3.200000","2182.36"
299,"Delhi Darbar 299","Chennai","3.200000","1864.71"
64,"Biryani House 64","Chennai","3.200000","1661.39"
151,"The Curry Leaf 151","Bangalore","3.200000","876.22"
76,"Biryani House 76","Mumbai","3.200000","313.04"
156,"Pizza Junction 156","Chennai","3.100000","7956.84"
284,"Chai & Chat 284","Chennai","3.100000","7649.69"
172,"Chutney Express 172","Mumbai","3.100000","6740.17"
52,"Dragon Wok 52","Mumbai","3.100000","6141.66"
73,"Kolkata Kitchen 73","Bangalore","3.100000","5650.35"
243,"South Spice 243","Bangalore","3.100000","5328.49"
167,"Taste of Punjab 167","Chennai","3.100000","5153.39"
31,"Bombay Bistro 31","Chennai","3.100000","4735.75"
99,"The Food Studio 99","Mumbai","3.100000","4317.79"
53,"Chai & Chat 53","Delhi","3.100000","3991.22"
162,"Masala Magic 162","Chennai","3.100000","3466.00"
257,"Madras Cafe 257","Chennai","3.100000","2874.00"
75,"The Hungry Panda 75","Delhi","3.100000","1137.96"
42,"The Food Studio 42","Bangalore","3.100000","579.90"
112,"Punjabi Dhaba 112","Mumbai","3.000000","8374.05"
136,"Punjabi Dhaba 136","Mumbai","3.000000","6686.82"
228,"Pizza Junction 228","Delhi","3.000000","5537.71"
95,"Rasoi Ghar 95","Bangalore","3.000000","4502.08"
197,"Burger Factory 197","Bangalore","3.000000","1080.04"
106,"Punjabi Dhaba 106","Mumbai","3.000000","233.75"
